moves, guesses, result, moves, guesses, result, moves, guesses, result
6, 5, lost, 142, 6, won, 22, 0, won, 
6, 5, lost, 100, 6, lost, 29, 1, won, 
51, 2, lost, 115, 6, lost, 23, 1, won, 
16, 8, lost, 117, 1, won, 31, 0, won, 
2, 1, lost, 5, 3, lost, 17, 3, lost, 
217, 7, lost, 114, 1, won, 28, 1, won, 
5, 4, lost, 4, 3, lost, 20, 0, won, 
8, 5, lost, 49, 2, lost, 28, 1, won, 
12, 1, lost, 2, 1, lost, 6, 5, lost, 
154, 3, lost, 2, 1, lost, 27, 2, won, 
8, 4, lost, 118, 7, won, 23, 3, won, 
10, 2, lost, 109, 2, won, 36, 0, won, 
52, 6, lost, 104, 6, won, 5, 4, lost, 
7, 4, lost, 102, 1, won, 24, 0, won, 
222, 6, lost, 2, 1, lost, 27, 1, won, 
19, 8, lost, 107, 0, won, 28, 0, won, 
257, 4, lost, 101, 0, won, 33, 4, won, 
4, 3, lost, 76, 4, lost, 17, 0, won, 
58, 5, lost, 9, 6, lost, 29, 0, won, 
6, 4, lost, 108, 3, lost, 34, 3, won, 
251, 11, lost, 12, 5, lost, 29, 2, lost, 
260, 7, lost, 114, 1, lost, 31, 0, won, 
165, 3, lost, 118, 3, lost, 49, 1, won, 
94, 6, lost, 119, 0, won, 28, 1, won, 
6, 5, lost, 119, 3, won, 34, 0, won, 
224, 5, lost, 114, 1, won, 23, 4, lost, 
19, 3, lost, 7, 5, lost, 37, 0, won, 
6, 5, lost, 143, 2, lost, 34, 2, won, 
34, 6, lost, 26, 3, lost, 32, 0, won, 
90, 6, lost, 68, 2, lost, 33, 2, won, 
10, 4, lost, 116, 5, lost, 28, 1, lost, 
2, 1, lost, 111, 4, won, 41, 3, lost, 
27, 7, lost, 67, 2, lost, 19, 3, won, 
3, 2, lost, 20, 4, lost, 25, 2, won, 
291, 6, won, 110, 2, lost, 22, 3, won, 
3, 2, lost, 121, 0, won, 35, 0, won, 
88, 5, lost, 24, 3, lost, 24, 7, won, 
226, 7, lost, 3, 2, lost, 25, 3, lost, 
30, 6, lost, 131, 1, won, 35, 0, won, 
4, 1, lost, 3, 2, lost, 2, 1, lost, 
130, 5, lost, 101, 2, lost, 24, 0, won, 
6, 3, lost, 127, 4, won, 42, 2, won, 
231, 4, lost, 121, 2, won, 20, 0, won, 
72, 4, lost, 104, 1, lost, 29, 5, won, 
9, 5, lost, 2, 1, lost, 31, 0, won, 
5, 2, lost, 99, 1, won, 36, 1, won, 
16, 6, lost, 142, 0, won, 20, 4, lost, 
15, 2, lost, 116, 3, lost, 31, 2, won, 
12, 3, lost, 76, 2, lost, 2, 1, lost, 
11, 1, lost, 114, 3, lost, 23, 1, lost, 
2, 1, lost, 100, 5, lost, 19, 1, won, 
5, 4, lost, 117, 1, won, 26, 2, won, 
41, 5, lost, 98, 1, won, 23, 2, lost, 
3, 2, lost, 113, 3, lost, 24, 0, won, 
165, 3, lost, 6, 5, lost, 32, 3, won, 
24, 7, lost, 5, 4, lost, 22, 2, lost, 
2, 1, lost, 5, 4, lost, 32, 2, lost, 
93, 4, lost, 106, 4, lost, 3, 1, lost, 
4, 3, lost, 3, 1, lost, 23, 0, won, 
262, 8, lost, 3, 2, lost, 3, 2, lost, 
4, 3, lost, 95, 1, won, 26, 1, won, 
117, 3, lost, 123, 8, won, 2, 1, lost, 
44, 4, lost, 3, 2, lost, 5, 4, lost, 
248, 7, lost, 101, 2, won, 26, 0, won, 
139, 5, lost, 11, 2, lost, 19, 3, lost, 
2, 1, lost, 123, 5, won, 23, 2, won, 
2, 1, lost, 114, 3, won, 36, 0, won, 
41, 6, lost, 108, 4, lost, 3, 2, lost, 
7, 1, lost, 4, 3, lost, 23, 1, won, 
2, 1, lost, 128, 9, won, 26, 0, won, 
7, 4, lost, 118, 3, won, 25, 3, won, 
2, 1, lost, 112, 2, won, 18, 1, lost, 
5, 4, lost, 2, 1, lost, 28, 1, lost, 
3, 2, lost, 135, 0, won, 24, 0, won, 
2, 1, lost, 121, 2, won, 26, 1, won, 
2, 1, lost, 2, 1, lost, 8, 7, lost, 
208, 4, lost, 3, 2, lost, 29, 3, won, 
6, 3, lost, 133, 3, won, 2, 1, lost, 
5, 3, lost, 120, 0, won, 26, 1, won, 
2, 1, lost, 115, 0, won, 32, 0, won, 
3, 1, lost, 98, 4, won, 32, 5, won, 
8, 7, lost, 127, 1, won, 28, 1, won, 
23, 4, lost, 21, 6, lost, 26, 1, won, 
8, 4, lost, 102, 4, lost, 4, 3, lost, 
6, 2, lost, 81, 9, lost, 4, 3, lost, 
2, 1, lost, 8, 4, lost, 30, 0, won, 
116, 1, lost, 127, 0, won, 25, 0, won, 
8, 1, lost, 113, 6, lost, 23, 1, won, 
243, 5, lost, 12, 7, lost, 31, 1, won, 
4, 3, lost, 129, 2, lost, 28, 1, won, 
43, 4, lost, 98, 2, won, 28, 0, won, 
2, 1, lost, 7, 1, lost, 33, 2, lost, 
5, 1, lost, 5, 4, lost, 30, 1, lost, 
5, 2, lost, 2, 1, lost, 41, 0, won, 
210, 17, lost, 2, 1, lost, 36, 0, won, 
42, 5, lost, 131, 1, won, 3, 1, lost, 
2, 1, lost, 108, 4, lost, 4, 3, lost, 
3, 2, lost, 7, 3, lost, 25, 1, won, 
16, 2, lost, 2, 1, lost, 31, 0, won, 
38, 7, lost, 91, 1, lost, 33, 0, won, 
54, 6, lost, 107, 1, won, 20, 3, lost, 
27, 5, lost, 2, 1, lost, 26, 1, won, 
8, 6, lost, 135, 5, won, 2, 1, lost, 
127, 3, lost, 5, 4, lost, 26, 0, won, 
4, 1, lost, 22, 7, lost, 33, 2, won, 
7, 1, lost, 9, 2, lost, 32, 0, won, 
110, 2, lost, 124, 3, won, 2, 1, lost, 
23, 3, lost, 60, 1, lost, 26, 0, won, 
2, 1, lost, 102, 4, lost, 6, 4, lost, 
7, 4, lost, 111, 5, lost, 26, 0, won, 
68, 4, lost, 9, 7, lost, 35, 0, won, 
243, 4, lost, 115, 1, won, 29, 1, won, 
4, 3, lost, 121, 0, won, 2, 1, lost, 
2, 1, lost, 124, 0, won, 26, 3, won, 
5, 4, lost, 119, 1, won, 23, 6, lost, 
7, 4, lost, 6, 4, lost, 27, 0, won, 
18, 1, lost, 120, 3, won, 2, 1, lost, 
5, 4, lost, 122, 5, won, 28, 2, won, 
5, 3, lost, 142, 3, won, 31, 0, won, 
11, 2, lost, 3, 2, lost, 24, 0, won, 
79, 9, lost, 39, 8, lost, 21, 1, won, 
6, 5, lost, 4, 3, lost, 28, 1, won, 
169, 3, lost, 118, 4, won, 17, 2, lost, 
2, 1, lost, 4, 1, lost, 21, 1, won, 
130, 2, lost, 3, 2, lost, 35, 3, won, 
136, 1, lost, 5, 4, lost, 25, 0, won, 
70, 4, lost, 104, 2, won, 27, 0, won, 
37, 4, lost, 2, 1, lost, 21, 0, won, 
40, 6, lost, 105, 2, won, 30, 0, won, 
2, 1, lost, 104, 2, lost, 25, 2, won, 
265, 5, lost, 3, 2, lost, 30, 1, won, 
110, 6, lost, 108, 2, won, 36, 1, won, 
67, 7, lost, 131, 1, won, 33, 1, won, 
6, 1, lost, 113, 3, won, 27, 1, won, 
3, 2, lost, 2, 1, lost, 23, 3, won, 
2, 1, lost, 115, 5, won, 24, 2, won, 
3, 2, lost, 45, 1, lost, 10, 1, lost, 
137, 4, lost, 125, 3, won, 24, 2, won, 
138, 3, lost, 114, 0, won, 34, 3, won, 
17, 4, lost, 9, 4, lost, 28, 1, won, 
4, 3, lost, 131, 0, won, 27, 1, won, 
3, 2, lost, 112, 3, lost, 25, 1, won, 
23, 2, lost, 18, 4, lost, 30, 2, won, 
190, 6, lost, 2, 1, lost, 24, 0, won, 
13, 3, lost, 129, 2, won, 38, 0, won, 
5, 4, lost, 122, 5, lost, 24, 1, won, 
2, 1, lost, 2, 1, lost, 31, 4, won, 
2, 1, lost, 119, 2, won, 2, 1, lost, 
17, 3, lost, 128, 2, won, 35, 0, won, 
187, 6, lost, 37, 4, lost, 30, 0, won, 
38, 1, lost, 121, 0, won, 25, 3, won, 
22, 4, lost, 79, 2, lost, 26, 2, won, 
3, 2, lost, 3, 2, lost, 26, 3, won, 
204, 2, lost, 95, 2, lost, 28, 2, won, 
5, 4, lost, 133, 4, lost, 11, 4, lost, 
5, 4, lost, 114, 7, won, 28, 1, won, 
219, 6, lost, 103, 3, lost, 33, 0, won, 
3, 2, lost, 134, 4, won, 32, 2, won, 
12, 2, lost, 96, 1, won, 31, 0, won, 
242, 6, lost, 14, 8, lost, 31, 2, lost, 
15, 4, lost, 8, 5, lost, 36, 0, won, 
3, 2, lost, 119, 4, won, 28, 0, won, 
4, 3, lost, 121, 2, won, 27, 3, won, 
7, 5, lost, 47, 3, lost, 30, 3, won, 
2, 1, lost, 26, 5, lost, 4, 2, lost, 
18, 2, lost, 3, 2, lost, 34, 2, won, 
2, 1, lost, 134, 0, won, 42, 0, won, 
7, 3, lost, 7, 3, lost, 26, 0, won, 
2, 1, lost, 127, 1, won, 31, 0, won, 
14, 4, lost, 3, 2, lost, 35, 1, won, 
134, 9, lost, 20, 4, lost, 41, 0, won, 
19, 6, lost, 107, 1, won, 32, 2, won, 
2, 1, lost, 2, 1, lost, 30, 0, won, 
5, 4, lost, 113, 1, lost, 25, 0, won, 
3, 2, lost, 109, 4, won, 35, 1, won, 
7, 2, lost, 2, 1, lost, 31, 3, won, 
124, 7, lost, 2, 1, lost, 27, 1, won, 
3, 2, lost, 135, 0, won, 31, 4, won, 
165, 6, lost, 94, 1, won, 16, 1, lost, 
13, 6, lost, 114, 0, won, 34, 2, won, 
3, 2, lost, 5, 4, lost, 27, 0, won, 
19, 1, lost, 126, 1, won, 2, 1, lost, 
2, 1, lost, 108, 2, lost, 29, 2, won, 
7, 6, lost, 91, 4, lost, 24, 1, won, 
67, 4, lost, 2, 1, lost, 30, 1, won, 
5, 2, lost, 117, 4, won, 28, 2, won, 
13, 4, lost, 3, 2, lost, 3, 2, lost, 
5, 4, lost, 116, 3, lost, 21, 1, lost, 
310, 11, won, 122, 3, won, 36, 3, lost, 
199, 3, lost, 113, 3, won, 40, 1, won, 
58, 3, lost, 132, 1, lost, 36, 1, won, 
2, 1, lost, 5, 4, lost, 27, 0, won, 
2, 1, lost, 113, 0, won, 27, 1, won, 
2, 1, lost, 4, 3, lost, 20, 0, won, 
12, 4, lost, 116, 2, won, 26, 3, won, 
123, 4, lost, 73, 1, lost, 27, 2, won, 
4, 3, lost, 3, 2, lost, 33, 0, won, 
170, 2, lost, 142, 3, won, 30, 0, won, 
3, 2, lost, 110, 5, won, 33, 0, won, 
92, 4, lost, 126, 2, won, 19, 2, lost, 
3, 2, lost, 69, 5, lost, 30, 2, won, 
14, 7, lost, 17, 5, lost, 33, 0, won, 
4, 1, lost, 117, 1, lost, 27, 2, won, 
66, 2, lost, 107, 0, won, 6, 3, lost, 
249, 9, lost, 119, 2, won, 4, 3, lost, 
2, 1, lost, 107, 3, won, 38, 3, won, 
179, 5, lost, 25, 1, lost, 13, 2, lost, 
5, 4, lost, 3, 2, lost, 30, 2, lost, 
3, 2, lost, 112, 3, won, 34, 3, won, 
40, 2, lost, 2, 1, lost, 8, 2, lost, 
4, 3, lost, 120, 1, won, 30, 3, won, 
13, 4, lost, 145, 2, won, 27, 2, won, 
17, 1, lost, 5, 3, lost, 27, 3, won, 
192, 1, lost, 126, 1, won, 31, 1, won, 
2, 1, lost, 22, 3, lost, 23, 1, won, 
18, 3, lost, 11, 3, lost, 30, 0, won, 
127, 7, lost, 124, 0, won, 37, 0, won, 
31, 2, lost, 111, 3, won, 20, 3, lost, 
45, 3, lost, 105, 1, lost, 41, 3, lost, 
2, 1, lost, 5, 1, lost, 16, 1, lost, 
2, 1, lost, 126, 0, won, 28, 0, won, 
58, 1, lost, 131, 0, won, 21, 3, won, 
44, 5, lost, 102, 2, lost, 35, 1, won, 
40, 9, lost, 4, 3, lost, 31, 1, won, 
43, 4, lost, 107, 2, won, 22, 1, won, 
6, 5, lost, 103, 3, lost, 16, 1, won, 
5, 4, lost, 110, 7, won, 29, 3, won, 
4, 3, lost, 131, 1, won, 2, 1, lost, 
17, 5, lost, 110, 2, won, 15, 1, won, 
4, 3, lost, 4, 3, lost, 27, 3, lost, 
247, 5, lost, 112, 1, lost, 28, 0, won, 
14, 9, lost, 122, 3, lost, 31, 0, won, 
2, 1, lost, 105, 5, lost, 25, 1, won, 
29, 7, lost, 4, 1, lost, 21, 0, won, 
21, 3, lost, 62, 4, lost, 34, 0, won, 
2, 1, lost, 122, 2, won, 27, 0, won, 
91, 2, lost, 121, 2, won, 25, 1, lost, 
9, 7, lost, 109, 4, lost, 28, 2, won, 
272, 3, lost, 104, 2, won, 29, 2, won, 
2, 1, lost, 102, 0, won, 29, 0, won, 
3, 2, lost, 60, 12, lost, 31, 3, won, 
48, 9, lost, 119, 5, won, 18, 2, won, 
7, 3, lost, 120, 1, won, 30, 3, won, 
9, 3, lost, 33, 1, lost, 2, 1, lost, 
121, 6, lost, 11, 1, lost, 9, 8, lost, 
161, 7, lost, 84, 5, lost, 27, 2, won, 
47, 12, lost, 103, 4, lost, 12, 3, lost, 
54, 2, lost, 127, 2, won, 30, 3, won, 
38, 3, lost, 109, 1, won, 5, 4, lost, 
4, 3, lost, 5, 4, lost, 30, 1, won, 
3, 2, lost, 111, 8, won, 2, 1, lost, 
13, 7, lost, 99, 2, won, 25, 1, lost, 
118, 3, lost, 116, 1, won, 29, 4, won, 
9, 7, lost, 4, 1, lost, 24, 1, won, 
44, 4, lost, 2, 1, lost, 28, 0, won, 
3, 2, lost, 8, 2, lost, 37, 0, won, 
4, 3, lost, 95, 6, lost, 36, 0, won, 
201, 8, lost, 2, 1, lost, 27, 0, won, 
33, 6, lost, 23, 4, lost, 32, 0, won, 
187, 2, lost, 127, 3, won, 22, 3, won, 
200, 3, lost, 103, 2, lost, 23, 1, won, 
40, 3, lost, 3, 2, lost, 35, 2, won, 
166, 3, lost, 141, 1, won, 17, 1, won, 
3, 2, lost, 5, 4, lost, 27, 1, won, 
12, 9, lost, 2, 1, lost, 30, 0, won, 
38, 6, lost, 9, 5, lost, 36, 0, won, 
10, 4, lost, 2, 1, lost, 5, 4, lost, 
5, 4, lost, 118, 0, won, 14, 5, lost, 
40, 4, lost, 122, 1, won, 3, 2, lost, 
4, 3, lost, 137, 1, won, 33, 1, won, 
97, 4, lost, 137, 4, won, 31, 3, lost, 
2, 1, lost, 115, 7, lost, 17, 1, lost, 
202, 4, lost, 2, 1, lost, 20, 0, won, 
97, 2, lost, 88, 1, won, 40, 2, won, 
267, 3, lost, 141, 0, won, 15, 3, lost, 
38, 1, lost, 112, 2, won, 29, 0, won, 
26, 3, lost, 17, 2, lost, 2, 1, lost, 
10, 4, lost, 22, 10, lost, 30, 0, won, 
225, 4, lost, 116, 2, won, 33, 0, won, 
13, 3, lost, 113, 4, won, 27, 1, won, 
125, 6, lost, 115, 1, won, 32, 0, won, 
235, 1, lost, 128, 0, won, 3, 2, lost, 
3, 2, lost, 24, 6, lost, 39, 1, won, 
23, 3, lost, 122, 1, won, 17, 3, lost, 
45, 4, lost, 7, 4, lost, 31, 2, won, 
6, 5, lost, 121, 2, won, 21, 0, won, 
52, 9, lost, 120, 1, won, 27, 1, won, 
2, 1, lost, 123, 2, won, 23, 3, won, 
8, 4, lost, 20, 5, lost, 23, 0, won, 
5, 4, lost, 134, 2, won, 41, 0, won, 
100, 3, lost, 122, 1, lost, 29, 0, won, 
6, 5, lost, 129, 0, won, 26, 0, won, 
173, 5, lost, 2, 1, lost, 28, 0, won, 
19, 2, lost, 4, 3, lost, 24, 1, won, 
15, 1, lost, 110, 3, won, 21, 3, won, 
2, 1, lost, 105, 1, won, 7, 4, lost, 
9, 5, lost, 110, 4, won, 23, 1, won, 
6, 5, lost, 128, 2, won, 29, 0, won, 
105, 3, lost, 146, 1, won, 27, 1, won, 
266, 3, lost, 101, 3, lost, 28, 1, won, 
40, 1, lost, 2, 1, lost, 5, 2, lost, 
28, 4, lost, 135, 1, won, 35, 2, won, 
9, 1, lost, 2, 1, lost, 25, 3, won, 
5, 4, lost, 119, 3, lost, 4, 3, lost, 
190, 2, lost, 98, 1, lost, 22, 0, won, 
2, 1, lost, 50, 2, lost, 24, 1, won, 
65, 4, lost, 116, 5, lost, 36, 0, won, 
125, 3, lost, 104, 2, won, 23, 1, won, 
4, 3, lost, 106, 1, won, 2, 1, lost, 
33, 2, lost, 4, 3, lost, 2, 1, lost, 
3, 2, lost, 30, 3, lost, 29, 3, won, 
7, 2, lost, 6, 5, lost, 24, 0, won, 
22, 3, lost, 2, 1, lost, 3, 2, lost, 
117, 5, lost, 99, 2, lost, 27, 1, won, 
117, 5, lost, 107, 2, lost, 21, 0, won, 
99, 4, lost, 136, 0, won, 31, 1, won, 
206, 5, lost, 3, 2, lost, 18, 0, won, 
31, 4, lost, 7, 4, lost, 31, 2, won, 
94, 2, lost, 130, 1, won, 19, 1, won, 
113, 3, lost, 114, 1, lost, 3, 2, lost, 
7, 4, lost, 103, 1, won, 28, 0, won, 
47, 5, lost, 118, 7, won, 4, 3, lost, 
73, 2, lost, 2, 1, lost, 42, 2, won, 
17, 6, lost, 117, 1, won, 3, 2, lost, 
2, 1, lost, 112, 3, lost, 35, 1, won, 
61, 6, lost, 3, 2, lost, 32, 4, won, 
3, 2, lost, 148, 4, won, 2, 1, lost, 
98, 2, lost, 123, 6, won, 36, 2, won, 
2, 1, lost, 43, 2, lost, 26, 1, won, 
13, 3, lost, 94, 6, won, 6, 5, lost, 
5, 4, lost, 35, 7, lost, 17, 1, won, 
8, 4, lost, 103, 2, won, 29, 0, won, 
12, 7, lost, 35, 4, lost, 16, 6, lost, 
251, 6, lost, 132, 3, won, 47, 10, won, 
3, 2, lost, 9, 1, lost, 23, 6, lost, 
2, 1, lost, 75, 4, lost, 26, 3, won, 
6, 3, lost, 5, 4, lost, 14, 0, won, 
307, 5, lost, 5, 1, lost, 34, 1, won, 
8, 2, lost, 101, 0, won, 15, 6, lost, 
3, 2, lost, 69, 6, lost, 32, 3, won, 
20, 6, lost, 123, 2, won, 4, 3, lost, 
58, 1, lost, 108, 3, lost, 26, 2, won, 
80, 3, lost, 80, 5, lost, 20, 1, lost, 
2, 1, lost, 128, 7, lost, 28, 3, lost, 
2, 1, lost, 132, 1, won, 39, 1, won, 
153, 1, lost, 2, 1, lost, 24, 0, won, 
8, 4, lost, 30, 4, lost, 31, 0, won, 
2, 1, lost, 29, 5, lost, 28, 0, won, 
3, 2, lost, 96, 1, won, 31, 2, won, 
4, 3, lost, 7, 6, lost, 19, 2, lost, 
4, 3, lost, 14, 4, lost, 6, 1, lost, 
2, 1, lost, 134, 2, won, 26, 0, won, 
238, 6, lost, 118, 1, lost, 23, 1, won, 
6, 2, lost, 135, 4, won, 19, 4, lost, 
2, 1, lost, 2, 1, lost, 2, 1, lost, 
4, 3, lost, 110, 2, lost, 30, 1, won, 
12, 4, lost, 105, 3, lost, 20, 2, won, 
7, 4, lost, 134, 0, won, 41, 1, won, 
27, 2, lost, 135, 2, won, 4, 3, lost, 
19, 6, lost, 129, 3, won, 18, 1, won, 
7, 6, lost, 25, 9, lost, 28, 2, won, 
2, 1, lost, 112, 2, won, 37, 1, won, 
5, 4, lost, 123, 6, won, 41, 3, won, 
5, 1, lost, 36, 1, lost, 17, 1, won, 
2, 1, lost, 10, 3, lost, 22, 1, won, 
24, 4, lost, 7, 5, lost, 33, 3, won, 
2, 1, lost, 5, 4, lost, 33, 0, won, 
44, 1, lost, 99, 6, won, 36, 0, won, 
34, 4, lost, 119, 3, won, 25, 1, won, 
13, 3, lost, 97, 5, lost, 36, 3, won, 
9, 7, lost, 47, 2, lost, 30, 3, won, 
128, 5, lost, 6, 5, lost, 33, 2, won, 
2, 1, lost, 139, 0, won, 33, 2, won, 
59, 4, lost, 85, 3, lost, 21, 5, lost, 
3, 2, lost, 6, 5, lost, 45, 2, won, 
3, 2, lost, 126, 2, won, 3, 2, lost, 
9, 4, lost, 153, 2, lost, 28, 4, lost, 
2, 1, lost, 113, 2, won, 31, 2, won, 
11, 1, lost, 107, 5, lost, 26, 2, won, 
5, 4, lost, 40, 3, lost, 23, 3, won, 
105, 5, lost, 4, 3, lost, 27, 0, won, 
40, 2, lost, 2, 1, lost, 10, 4, lost, 
85, 5, lost, 29, 4, lost, 20, 0, won, 
15, 6, lost, 2, 1, lost, 21, 2, won, 
179, 4, lost, 98, 4, lost, 5, 1, lost, 
17, 2, lost, 2, 1, lost, 40, 3, won, 
118, 4, lost, 130, 0, won, 30, 1, won, 
12, 4, lost, 127, 0, won, 2, 1, lost, 
7, 6, lost, 10, 2, lost, 23, 0, won, 
2, 1, lost, 126, 0, won, 24, 1, won, 
11, 7, lost, 5, 4, lost, 3, 2, lost, 
155, 3, lost, 62, 4, lost, 29, 0, won, 
2, 1, lost, 117, 4, won, 3, 2, lost, 
37, 7, lost, 112, 3, won, 5, 4, lost, 
2, 1, lost, 121, 2, lost, 25, 2, won, 
23, 4, lost, 28, 5, lost, 23, 1, won, 
8, 5, lost, 129, 0, won, 25, 0, won, 
7, 6, lost, 123, 4, won, 34, 0, won, 
4, 3, lost, 18, 4, lost, 28, 2, won, 
26, 4, lost, 96, 2, lost, 27, 0, won, 
16, 4, lost, 135, 3, won, 27, 3, won, 
250, 3, lost, 107, 2, won, 28, 0, won, 
280, 7, lost, 119, 3, lost, 24, 0, won, 
20, 4, lost, 76, 4, lost, 25, 0, won, 
82, 4, lost, 32, 3, lost, 25, 3, won, 
145, 6, lost, 96, 5, won, 19, 2, won, 
172, 5, lost, 109, 1, won, 2, 1, lost, 
49, 7, lost, 119, 4, lost, 19, 0, won, 
8, 7, lost, 2, 1, lost, 11, 7, lost, 
15, 1, lost, 2, 1, lost, 25, 0, won, 
2, 1, lost, 107, 3, lost, 33, 0, won, 
11, 5, lost, 115, 2, won, 29, 0, won, 
18, 4, lost, 115, 0, won, 6, 4, lost, 
206, 9, lost, 124, 0, won, 7, 4, lost, 
102, 4, lost, 117, 5, won, 6, 4, lost, 
9, 3, lost, 82, 3, lost, 42, 6, won, 
2, 1, lost, 2, 1, lost, 27, 0, won, 
33, 3, lost, 3, 2, lost, 22, 1, won, 
3, 2, lost, 120, 1, won, 36, 0, won, 
2, 1, lost, 3, 2, lost, 24, 0, won, 
11, 5, lost, 95, 2, lost, 3, 2, lost, 
39, 3, lost, 3, 2, lost, 2, 1, lost, 
11, 4, lost, 3, 2, lost, 20, 0, won, 
47, 4, lost, 109, 0, won, 30, 0, won, 
90, 5, lost, 122, 0, won, 30, 0, won, 
27, 4, lost, 107, 5, lost, 24, 2, won, 
48, 5, lost, 120, 3, won, 6, 5, lost, 
173, 3, lost, 2, 1, lost, 31, 2, won, 
2, 1, lost, 107, 4, won, 20, 2, won, 
6, 4, lost, 89, 4, lost, 12, 3, lost, 
5, 4, lost, 20, 4, lost, 24, 1, won, 
73, 5, lost, 140, 5, won, 26, 2, won, 
310, 11, lost, 123, 1, won, 30, 1, won, 
20, 3, lost, 11, 2, lost, 33, 1, won, 
66, 7, lost, 70, 1, lost, 36, 0, won, 
7, 4, lost, 83, 2, lost, 31, 0, won, 
160, 3, lost, 80, 1, lost, 30, 1, won, 
43, 6, lost, 2, 1, lost, 28, 1, won, 
52, 5, lost, 103, 1, lost, 16, 3, lost, 
7, 6, lost, 85, 5, lost, 20, 0, won, 
2, 1, lost, 106, 3, lost, 37, 1, won, 
4, 3, lost, 92, 2, lost, 15, 4, lost, 
21, 4, lost, 114, 1, won, 29, 2, won, 
5, 4, lost, 3, 2, lost, 27, 1, won, 
253, 8, lost, 2, 1, lost, 32, 0, won, 
163, 4, lost, 2, 1, lost, 23, 0, won, 
7, 2, lost, 2, 1, lost, 20, 2, won, 
5, 1, lost, 2, 1, lost, 30, 0, won, 
187, 7, lost, 120, 4, won, 36, 0, won, 
10, 5, lost, 116, 2, won, 28, 0, won, 
270, 13, lost, 113, 7, won, 21, 0, won, 
2, 1, lost, 115, 1, won, 25, 1, won, 
4, 3, lost, 11, 2, lost, 19, 0, won, 
2, 1, lost, 2, 1, lost, 30, 0, won, 
5, 4, lost, 112, 1, won, 17, 0, won, 
283, 3, lost, 89, 3, lost, 20, 2, lost, 
3, 2, lost, 116, 0, won, 25, 2, won, 
8, 7, lost, 95, 3, won, 29, 3, won, 
239, 7, lost, 2, 1, lost, 19, 0, won, 
30, 8, lost, 112, 2, won, 5, 4, lost, 
22, 5, lost, 21, 4, lost, 29, 0, won, 
18, 7, lost, 119, 1, lost, 32, 2, won, 
19, 4, lost, 130, 4, won, 2, 1, lost, 
2, 1, lost, 6, 3, lost, 23, 2, won, 
15, 6, lost, 126, 3, won, 25, 0, won, 
3, 2, lost, 133, 2, won, 15, 3, lost, 
77, 10, lost, 128, 1, won, 21, 4, lost, 
5, 1, lost, 119, 1, lost, 35, 5, won, 
117, 6, lost, 3, 2, lost, 29, 3, won, 
62, 5, lost, 131, 0, won, 5, 4, lost, 
148, 4, lost, 30, 3, lost, 42, 2, won, 
110, 10, lost, 124, 1, won, 19, 0, won, 
3, 2, lost, 132, 3, won, 34, 0, won, 
4, 1, lost, 133, 0, won, 36, 2, won, 
19, 4, lost, 113, 3, lost, 6, 4, lost, 
41, 5, lost, 140, 2, lost, 33, 1, won, 
7, 2, lost, 2, 1, lost, 28, 0, won, 
185, 7, lost, 4, 3, lost, 11, 6, lost, 
5, 4, lost, 111, 1, won, 25, 0, won, 
175, 4, lost, 104, 0, won, 22, 0, won, 
2, 1, lost, 115, 0, won, 2, 1, lost, 
132, 5, lost, 5, 4, lost, 38, 0, won, 
7, 6, lost, 99, 3, lost, 14, 3, lost, 
125, 10, lost, 46, 2, lost, 23, 4, won, 
5, 4, lost, 115, 2, won, 34, 1, won, 
2, 1, lost, 115, 9, won, 28, 3, won, 
165, 2, lost, 131, 0, won, 24, 0, won, 
2, 1, lost, 125, 2, lost, 24, 2, won, 
175, 2, lost, 117, 1, won, 31, 6, won, 
50, 4, lost, 95, 4, lost, 32, 0, won, 
4, 3, lost, 2, 1, lost, 3, 2, lost, 
2, 1, lost, 124, 2, won, 26, 0, won, 
8, 4, lost, 2, 1, lost, 16, 1, won, 
17, 1, lost, 121, 4, won, 25, 1, won, 
189, 11, lost, 2, 1, lost, 2, 1, lost, 
26, 2, lost, 123, 4, won, 45, 1, won, 
152, 2, lost, 107, 1, lost, 42, 3, won, 
122, 3, lost, 116, 4, lost, 33, 0, won, 
45, 6, lost, 144, 1, won, 2, 1, lost, 
123, 2, lost, 3, 2, lost, 21, 2, won, 
8, 1, lost, 109, 1, lost, 25, 0, won, 
6, 5, lost, 110, 10, lost, 29, 2, won, 
2, 1, lost, 118, 4, lost, 30, 0, won, 
2, 1, lost, 117, 2, lost, 35, 0, won, 
4, 3, lost, 115, 5, won, 32, 1, won, 
191, 4, lost, 132, 2, won, 38, 2, won, 
6, 5, lost, 85, 3, lost, 39, 0, won, 
4, 1, lost, 3, 2, lost, 32, 1, won, 
2, 1, lost, 117, 1, won, 25, 2, won, 
47, 9, lost, 2, 1, lost, 25, 1, won, 
27, 2, lost, 116, 4, lost, 25, 2, won, 
269, 9, lost, 111, 5, lost, 24, 2, won, 
326, 11, lost, 126, 2, lost, 26, 0, won, 
2, 1, lost, 77, 2, lost, 41, 2, won, 
2, 1, lost, 116, 5, lost, 32, 2, won, 
6, 3, lost, 105, 0, won, 25, 1, won, 
5, 4, lost, 3, 2, lost, 30, 0, won, 
12, 7, lost, 11, 8, lost, 42, 3, won, 
5, 4, lost, 16, 2, lost, 32, 2, won, 
200, 3, lost, 145, 1, won, 29, 1, won, 
